period,metric,metric_label,actual_value,baseline_median,lower_bound,upper_bound,deviation,robust_score,anomaly_flag,severity,direction,detection_method,isolation_anomaly,isolation_score,combined_anomaly,controller_action
2021-02-01,operating_cash_flow,Operating Cash Flow,-581118665.5,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,operating_cash_flow,Operating Cash Flow,-250482799.51,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,operating_cash_flow,Operating Cash Flow,-166244090.88,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,operating_cash_flow,Operating Cash Flow,-291421226.84,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,operating_cash_flow,Operating Cash Flow,-277840273.26,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,operating_cash_flow,Operating Cash Flow,-270134018.91,-284630750.04999995,-658508757.8975,-16610213.977499962,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,operating_cash_flow,Operating Cash Flow,-73431054.84,-277840273.26,-548716415.0975,-87263605.67750004,13832550.837500036,0.11990435906012725,True,LOW,ABOVE_EXPECTED,ROLLING_IQR,False,0.034149293290063165,True,MONITOR
2021-09-01,operating_cash_flow,Operating Cash Flow,-183512500.36,-273987146.08500004,-489731364.47749996,-73238177.07750002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,operating_cash_flow,Operating Cash Flow,-212780982.04,-270134018.91,-453284316.55999994,-21649410.640000075,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,operating_cash_flow,Operating Cash Flow,-140638714.18,-260308409.21,-433820539.9425,-45035069.2825,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,operating_cash_flow,Operating Cash Flow,-153553566.34,-250482799.51,-449259431.6949999,-10249613.975000083,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,operating_cash_flow,Operating Cash Flow,-54808147.37,-231631890.77499998,-458481589.5199999,14174618.119999945,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,operating_cash_flow,Operating Cash Flow,-260826444.16,-198146741.2,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,operating_cash_flow,Operating Cash Flow,-284238935.26,-198146741.2,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,operating_cash_flow,Operating Cash Flow,-224949737.26,-198146741.2,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,operating_cash_flow,Operating Cash Flow,-192092896.14,-218865359.64999998,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07213256976998916,False,NO_ACTION
2022-06-01,operating_cash_flow,Operating Cash Flow,-298839570.95,-202436939.08999997,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,operating_cash_flow,Operating Cash Flow,-405324375.78,-202436939.08999997,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,operating_cash_flow,Operating Cash Flow,-466724441.29,-202436939.08999997,-441211637.3875,24207217.152499974,-25512803.902500033,-0.2192674719009035,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,operating_cash_flow,Operating Cash Flow,-68172454.68,-218865359.64999998,-455688585.17375,-8223275.8637500405,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,operating_cash_flow,Operating Cash Flow,-118195178.38,-218865359.64999998,-494235455.50625,56021508.02374998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,operating_cash_flow,Operating Cash Flow,-360393874.07,-208521316.7,-517180990.11125,94264065.69874996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,operating_cash_flow,Operating Cash Flow,-222452307.86,-242888090.70999998,-568499412.8000001,109557296.72000006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,operating_cash_flow,Operating Cash Flow,-200223878.05,-242888090.70999998,-525142666.7750001,37296053.34500006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,operating_cash_flow,Operating Cash Flow,-310026238.85,-242888090.70999998,-488283667.96625006,-24135611.336249948,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,operating_cash_flow,Operating Cash Flow,-99430438.29,-254594336.26,-509258670.27875006,-11550609.94874993,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,operating_cash_flow,Operating Cash Flow,-419062744.7,-223701022.56,-546117669.0875001,49881054.73250008,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,operating_cash_flow,Operating Cash Flow,-248992611.39,-260645939.405,-668638548.69375,123393582.49625003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,operating_cash_flow,Operating Cash Flow,-312090787.4,-273916091.16999996,-659491194.0450001,108147991.41500002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,operating_cash_flow,Operating Cash Flow,-215445907.07,-279509425.12,-659491194.0450001,108147991.41500002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,operating_cash_flow,Operating Cash Flow,-371350328.08,-235722459.625,-540841342.97,36958080.77000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,operating_cash_flow,Operating Cash Flow,-282067393.0,-235722459.625,-540841342.97,36958080.77000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,operating_cash_flow,Operating Cash Flow,-188694438.71,-265530002.195,-492955797.94624996,-42851160.93625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,operating_cash_flow,Operating Cash Flow,-365327953.34,-265530002.195,-492955797.94624996,-42851160.93625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.012550538976568604,False,NO_ACTION
2023-12-01,operating_cash_flow,Operating Cash Flow,-144482274.5,-265530002.195,-496039597.49,-41000881.21000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,operating_cash_flow,Operating Cash Flow,-262128411.45,-265530002.195,-517487919.89,-5253677.210000008,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,operating_cash_flow,Operating Cash Flow,-132057420.32,-272097902.225,-500363137.2425,-33794981.62249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,operating_cash_flow,Operating Cash Flow,-305246893.71,-255560511.42,-547038100.7262499,43996624.18375,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,operating_cash_flow,Operating Cash Flow,-259265365.27,-272097902.225,-500363137.2425,-33794981.62249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,operating_cash_flow,Operating Cash Flow,-147214028.76,-260696888.36,-454257607.86125,-61458299.25125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,operating_cash_flow,Operating Cash Flow,-244617102.28,-260696888.36,-499908163.4975,14625960.142500013,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,operating_cash_flow,Operating Cash Flow,-242907768.29,-251941233.775,-452169166.11,-14017438.289999992,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,operating_cash_flow,Operating Cash Flow,-99799314.33,-251941233.775,-452169166.11,-14017438.289999992,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,operating_cash_flow,Operating Cash Flow,-155506367.68,-243762435.285,-447986256.80125,34342009.76874998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,operating_cash_flow,Operating Cash Flow,-236533902.98,-215801103.5,-430156181.745,23643964.735000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,operating_cash_flow,Operating Cash Flow,-141512259.01,-239720835.635,-430156181.745,23643964.735000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,operating_cash_flow,Operating Cash Flow,-84539824.72,-196020135.32999998,-405088264.12750006,13069325.472500026,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,operating_cash_flow,Operating Cash Flow,-318124377.63,-196020135.32999998,-411975096.0625,24547378.69750005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,operating_cash_flow,Operating Cash Flow,-242946732.91,-196020135.32999998,-411975096.0625,24547378.69750005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,operating_cash_flow,Operating Cash Flow,-140008342.56,-239720835.635,-402015040.58500004,7947286.235000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,operating_cash_flow,Operating Cash Flow,-212042227.94,-196020135.32999998,-396706393.285,12205788.13500005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,operating_cash_flow,Operating Cash Flow,-104877082.92,-183774297.81,-395589353.76625,11535564.423750043,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,operating_cash_flow,Operating Cash Flow,-102841911.16,-183774297.81,-410455482.1375,36312445.04249999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,operating_cash_flow,Operating Cash Flow,-692083315.85,-148509313.345,-438765988.29875004,96270329.01125,-253317327.55124998,-1.8938327687724266,True,MEDIUM,BELOW_EXPECTED,ROLLING_IQR,True,-0.15503845541382333,True,MANAGEMENT_REVIEW
2025-08-01,operating_cash_flow,Operating Cash Flow,-242488848.53,-148509313.345,-438790341.18625,96284940.74374996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,operating_cash_flow,Operating Cash Flow,-160142513.05,-183774297.81,-409670007.5875,35841160.31249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,operating_cash_flow,Operating Cash Flow,-116587714.39,-186092370.495,-409670007.5875,35841160.31249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,operating_cash_flow,Operating Cash Flow,-225284653.49,-150827386.03,-436018214.27875,79754838.13125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,operating_cash_flow,Operating Cash Flow,-316829211.22,-186092370.495,-436018214.27875,79754838.13125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,operating_cash_flow,Operating Cash Flow,-31825268.44,-218663440.715,-452313602.9425,56743064.937500015,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
2026-02-01,operating_cash_flow,Operating Cash Flow,-53785853.55,-186092370.495,-436018214.27875,79754838.13125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.037118149939731115,False,NO_ACTION
2026-03-01,operating_cash_flow,Operating Cash Flow,-63178530.94,-150075427.805,-417411820.655,83457828.425,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.024625436371036313,False,NO_ACTION
2026-04-01,operating_cash_flow,Operating Cash Flow,-35965081.81,-138365113.72,-434575156.46750003,112063388.11250004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03480241037795001,False,NO_ACTION
2026-05-01,operating_cash_flow,Operating Cash Flow,-41392430.58,-110732398.655,-482718713.23625,192302649.39374998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.045476727719187204,True,MONITOR
2026-06-01,operating_cash_flow,Operating Cash Flow,48872871.91,-109714812.775,-497933008.91375,217659808.85625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.0016832267083946029,True,MONITOR
2026-07-01,operating_cash_flow,Operating Cash Flow,-162834153.72,-89883122.66499999,-513910865.54375005,244289569.90625006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0282425927424787,False,NO_ACTION
2026-08-01,operating_cash_flow,Operating Cash Flow,127480329.44,-89883122.66499999,-386063556.5749999,167581184.52499998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.30675555531801435,True,MONITOR
2021-01-01,free_cash_flow,Free Cash Flow,-459921996.29,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
2021-02-01,free_cash_flow,Free Cash Flow,-581118665.5,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,free_cash_flow,Free Cash Flow,-250482799.51,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,free_cash_flow,Free Cash Flow,-166244090.88,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,free_cash_flow,Free Cash Flow,-291421226.84,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,free_cash_flow,Free Cash Flow,-277840273.26,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,free_cash_flow,Free Cash Flow,-270134018.91,-284630750.04999995,-658508757.8975,-16610213.977499962,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,free_cash_flow,Free Cash Flow,-73431054.84,-277840273.26,-548716415.0975,-87263605.67750004,13832550.837500036,0.11990435906012725,True,LOW,ABOVE_EXPECTED,ROLLING_IQR,False,0.034149293290063165,True,MONITOR
2021-09-01,free_cash_flow,Free Cash Flow,-183512500.36,-273987146.08500004,-489731364.47749996,-73238177.07750002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,free_cash_flow,Free Cash Flow,-212780982.04,-270134018.91,-453284316.55999994,-21649410.640000075,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,free_cash_flow,Free Cash Flow,-140638714.18,-260308409.21,-433820539.9425,-45035069.2825,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,free_cash_flow,Free Cash Flow,-153553566.34,-250482799.51,-449259431.6949999,-10249613.975000083,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,free_cash_flow,Free Cash Flow,-54808147.37,-231631890.77499998,-458481589.5199999,14174618.119999945,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,free_cash_flow,Free Cash Flow,-260826444.16,-198146741.2,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,free_cash_flow,Free Cash Flow,-284238935.26,-198146741.2,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,free_cash_flow,Free Cash Flow,-224949737.26,-198146741.2,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,free_cash_flow,Free Cash Flow,-192092896.14,-218865359.64999998,-454664176.29375,32278740.496249974,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07213256976998916,False,NO_ACTION
2022-06-01,free_cash_flow,Free Cash Flow,-298839570.95,-202436939.08999997,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,free_cash_flow,Free Cash Flow,-405324375.78,-202436939.08999997,-432396064.6687499,18917873.52124995,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,free_cash_flow,Free Cash Flow,-466724441.29,-202436939.08999997,-441211637.3875,24207217.152499974,-25512803.902500033,-0.2192674719009035,True,LOW,BELOW_EXPECTED,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,free_cash_flow,Free Cash Flow,-68172454.68,-218865359.64999998,-455688585.17375,-8223275.8637500405,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,free_cash_flow,Free Cash Flow,-118195178.38,-218865359.64999998,-494235455.50625,56021508.02374998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,free_cash_flow,Free Cash Flow,-360393874.07,-208521316.7,-517180990.11125,94264065.69874996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,free_cash_flow,Free Cash Flow,-222452307.86,-242888090.70999998,-568499412.8000001,109557296.72000006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,free_cash_flow,Free Cash Flow,-200223878.05,-242888090.70999998,-525142666.7750001,37296053.34500006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,free_cash_flow,Free Cash Flow,-310026238.85,-242888090.70999998,-488283667.96625006,-24135611.336249948,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,free_cash_flow,Free Cash Flow,-99430438.29,-254594336.26,-509258670.27875006,-11550609.94874993,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,free_cash_flow,Free Cash Flow,-419062744.7,-223701022.56,-546117669.0875001,49881054.73250008,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,free_cash_flow,Free Cash Flow,-248992611.39,-260645939.405,-668638548.69375,123393582.49625003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,free_cash_flow,Free Cash Flow,-312090787.4,-273916091.16999996,-659491194.0450001,108147991.41500002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,free_cash_flow,Free Cash Flow,-215445907.07,-279509425.12,-659491194.0450001,108147991.41500002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,free_cash_flow,Free Cash Flow,-371350328.08,-235722459.625,-540841342.97,36958080.77000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,free_cash_flow,Free Cash Flow,-282067393.0,-235722459.625,-540841342.97,36958080.77000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,free_cash_flow,Free Cash Flow,-188694438.71,-265530002.195,-492955797.94624996,-42851160.93625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,free_cash_flow,Free Cash Flow,-365327953.34,-265530002.195,-492955797.94624996,-42851160.93625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.012550538976568604,False,NO_ACTION
2023-12-01,free_cash_flow,Free Cash Flow,-144482274.5,-265530002.195,-496039597.49,-41000881.21000001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,free_cash_flow,Free Cash Flow,-262128411.45,-265530002.195,-517487919.89,-5253677.210000008,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,free_cash_flow,Free Cash Flow,-132057420.32,-272097902.225,-500363137.2425,-33794981.62249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,free_cash_flow,Free Cash Flow,-305246893.71,-255560511.42,-547038100.7262499,43996624.18375,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,free_cash_flow,Free Cash Flow,-259265365.27,-272097902.225,-500363137.2425,-33794981.62249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,free_cash_flow,Free Cash Flow,-147214028.76,-260696888.36,-454257607.86125,-61458299.25125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,free_cash_flow,Free Cash Flow,-244617102.28,-260696888.36,-499908163.4975,14625960.142500013,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,free_cash_flow,Free Cash Flow,-242907768.29,-251941233.775,-452169166.11,-14017438.289999992,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,free_cash_flow,Free Cash Flow,-99799314.33,-251941233.775,-452169166.11,-14017438.289999992,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,free_cash_flow,Free Cash Flow,-155506367.68,-243762435.285,-447986256.80125,34342009.76874998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,free_cash_flow,Free Cash Flow,-236533902.98,-215801103.5,-430156181.745,23643964.735000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,free_cash_flow,Free Cash Flow,-141512259.01,-239720835.635,-430156181.745,23643964.735000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,free_cash_flow,Free Cash Flow,-84539824.72,-196020135.32999998,-405088264.12750006,13069325.472500026,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,free_cash_flow,Free Cash Flow,-318124377.63,-196020135.32999998,-411975096.0625,24547378.69750005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,free_cash_flow,Free Cash Flow,-242946732.91,-196020135.32999998,-411975096.0625,24547378.69750005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,free_cash_flow,Free Cash Flow,-140008342.56,-239720835.635,-402015040.58500004,7947286.235000014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,free_cash_flow,Free Cash Flow,-212042227.94,-196020135.32999998,-396706393.285,12205788.13500005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,free_cash_flow,Free Cash Flow,-104877082.92,-183774297.81,-395589353.76625,11535564.423750043,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,free_cash_flow,Free Cash Flow,-102841911.16,-183774297.81,-410455482.1375,36312445.04249999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,free_cash_flow,Free Cash Flow,-692083315.85,-148509313.345,-438765988.29875004,96270329.01125,-253317327.55124998,-1.8938327687724266,True,MEDIUM,BELOW_EXPECTED,ROLLING_IQR,True,-0.15503845541382333,True,MANAGEMENT_REVIEW
2025-08-01,free_cash_flow,Free Cash Flow,-242488848.53,-148509313.345,-438790341.18625,96284940.74374996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,free_cash_flow,Free Cash Flow,-160142513.05,-183774297.81,-409670007.5875,35841160.31249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,free_cash_flow,Free Cash Flow,-116587714.39,-186092370.495,-409670007.5875,35841160.31249997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,free_cash_flow,Free Cash Flow,-225284653.49,-150827386.03,-436018214.27875,79754838.13125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,free_cash_flow,Free Cash Flow,-316829211.22,-186092370.495,-436018214.27875,79754838.13125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,free_cash_flow,Free Cash Flow,-31825268.44,-218663440.715,-452313602.9425,56743064.937500015,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
