customer_key,customer_code,customer_name,customer_type,country_code,city,industry,payment_terms,credit_limit,risk_category,active_from,active_to,is_active
9086,CUST009086,Customer 009086,SME,DE,Bratislava,Healthcare,14,1953838.0,HIGH,2020-01-01,2035-12-31,True
9087,CUST009087,Customer 009087,SME,CZ,Bratislava,Automotive,60,231124.0,LOW,2020-01-01,2035-12-31,True
9088,CUST009088,Customer 009088,Government,AT,Brno,Construction,60,2444057.0,LOW,2020-01-01,2035-12-31,True
9089,CUST009089,Customer 009089,Government,SK,Berlin,Healthcare,60,4449681.0,LOW,2020-01-01,2035-12-31,True
9090,CUST009090,Customer 009090,Government,SK,Munich,Retail,60,660509.0,HIGH,2020-01-01,2035-12-31,True
9091,CUST009091,Customer 009091,SME,DE,Prague,Energy,45,3432698.0,LOW,2020-01-01,2035-12-31,True
9092,CUST009092,Customer 009092,Government,SK,Prague,IT Services,60,2884065.0,MEDIUM,2020-01-01,2035-12-31,True
9093,CUST009093,Customer 009093,SME,AT,Warsaw,Logistics,60,1904580.0,HIGH,2020-01-01,2035-12-31,True
9094,CUST009094,Customer 009094,SME,SK,Berlin,Healthcare,14,1801994.0,HIGH,2020-01-01,2035-12-31,True
9095,CUST009095,Customer 009095,Corporate,SK,Ostrava,Healthcare,14,2433744.0,LOW,2020-01-01,2035-12-31,True
9096,CUST009096,Customer 009096,Corporate,CZ,Bratislava,Energy,30,307243.0,MEDIUM,2020-01-01,2035-12-31,True
9097,CUST009097,Customer 009097,Government,PL,Munich,Healthcare,60,435469.0,LOW,2020-01-01,2035-12-31,True
9098,CUST009098,Customer 009098,Corporate,SK,Bratislava,Construction,60,4822084.0,HIGH,2020-01-01,2035-12-31,True
9099,CUST009099,Customer 009099,Corporate,AT,Munich,Construction,14,727859.0,LOW,2020-01-01,2035-12-31,True
9100,CUST009100,Customer 009100,Government,SK,Ostrava,Automotive,14,619823.0,LOW,2020-01-01,2035-12-31,True
9101,CUST009101,Customer 009101,Corporate,AT,Prague,IT Services,45,4028710.0,MEDIUM,2020-01-01,2035-12-31,True
9102,CUST009102,Customer 009102,Government,CZ,Warsaw,Manufacturing,60,2538910.0,HIGH,2020-01-01,2035-12-31,True
9103,CUST009103,Customer 009103,Government,CZ,Brno,Healthcare,30,4567734.0,LOW,2020-01-01,2035-12-31,True
9104,CUST009104,Customer 009104,Corporate,AT,Berlin,IT Services,30,4630460.0,LOW,2020-01-01,2035-12-31,True
9105,CUST009105,Customer 009105,SME,PL,Bratislava,Retail,30,4653802.0,LOW,2020-01-01,2035-12-31,True
9106,CUST009106,Customer 009106,Government,CZ,Bratislava,Healthcare,30,2022760.0,MEDIUM,2020-01-01,2035-12-31,True
9107,CUST009107,Customer 009107,Government,AT,Bratislava,Logistics,14,2559667.0,HIGH,2020-01-01,2035-12-31,True
9108,CUST009108,Customer 009108,Corporate,DE,Munich,Logistics,14,2470537.0,MEDIUM,2020-01-01,2035-12-31,True
9109,CUST009109,Customer 009109,SME,CZ,Warsaw,Retail,14,677174.0,LOW,2020-01-01,2035-12-31,True
9110,CUST009110,Customer 009110,SME,PL,Vienna,Automotive,30,1426832.0,LOW,2020-01-01,2035-12-31,True
9111,CUST009111,Customer 009111,Corporate,PL,Munich,Construction,30,1284688.0,LOW,2020-01-01,2035-12-31,True
9112,CUST009112,Customer 009112,Corporate,CZ,Brno,Manufacturing,60,1377999.0,LOW,2020-01-01,2035-12-31,True
9113,CUST009113,Customer 009113,Corporate,SK,Munich,IT Services,60,4402282.0,LOW,2020-01-01,2035-12-31,True
9114,CUST009114,Customer 009114,Corporate,CZ,Vienna,IT Services,14,99347.0,HIGH,2020-01-01,2035-12-31,True
9115,CUST009115,Customer 009115,Government,SK,Vienna,IT Services,45,1320627.0,MEDIUM,2020-01-01,2035-12-31,True
9116,CUST009116,Customer 009116,Corporate,AT,Vienna,Automotive,45,2567311.0,LOW,2020-01-01,2035-12-31,True
9117,CUST009117,Customer 009117,SME,PL,Warsaw,IT Services,60,4239417.0,LOW,2020-01-01,2035-12-31,True
9118,CUST009118,Customer 009118,Corporate,SK,Ostrava,Healthcare,14,513780.0,HIGH,2020-01-01,2035-12-31,True
9119,CUST009119,Customer 009119,Corporate,DE,Munich,Retail,14,138928.0,MEDIUM,2020-01-01,2035-12-31,True
9120,CUST009120,Customer 009120,Government,SK,Munich,Automotive,30,2652711.0,LOW,2020-01-01,2035-12-31,True
9121,CUST009121,Customer 009121,Corporate,SK,Vienna,Automotive,45,436429.0,MEDIUM,2020-01-01,2035-12-31,True
9122,CUST009122,Customer 009122,Government,AT,Bratislava,Retail,14,3208686.0,LOW,2020-01-01,2035-12-31,True
9123,CUST009123,Customer 009123,SME,PL,Vienna,IT Services,14,4648343.0,MEDIUM,2020-01-01,2035-12-31,True
9124,CUST009124,Customer 009124,SME,AT,Berlin,Retail,60,3637327.0,HIGH,2020-01-01,2035-12-31,True
9125,CUST009125,Customer 009125,Government,AT,Ostrava,Logistics,30,216455.0,MEDIUM,2020-01-01,2035-12-31,True
9126,CUST009126,Customer 009126,Corporate,PL,Munich,Construction,14,536923.0,LOW,2020-01-01,2035-12-31,True
9127,CUST009127,Customer 009127,Government,DE,Brno,Manufacturing,14,4471697.0,HIGH,2020-01-01,2035-12-31,True
9128,CUST009128,Customer 009128,Corporate,DE,Ostrava,Healthcare,14,3295583.0,MEDIUM,2020-01-01,2035-12-31,True
9129,CUST009129,Customer 009129,Corporate,CZ,Munich,Logistics,30,2776392.0,LOW,2020-01-01,2035-12-31,True
9130,CUST009130,Customer 009130,SME,SK,Prague,Manufacturing,45,3544270.0,LOW,2020-01-01,2035-12-31,True
9131,CUST009131,Customer 009131,SME,DE,Berlin,Manufacturing,45,411377.0,HIGH,2020-01-01,2035-12-31,True
9132,CUST009132,Customer 009132,SME,PL,Warsaw,Retail,60,170533.0,MEDIUM,2020-01-01,2035-12-31,True
9133,CUST009133,Customer 009133,Corporate,CZ,Vienna,Energy,30,233350.0,HIGH,2020-01-01,2035-12-31,True
9134,CUST009134,Customer 009134,SME,PL,Munich,Construction,30,3292508.0,LOW,2020-01-01,2035-12-31,True
9135,CUST009135,Customer 009135,Corporate,SK,Vienna,IT Services,14,2003970.0,LOW,2020-01-01,2035-12-31,True
9136,CUST009136,Customer 009136,Government,SK,Warsaw,Manufacturing,30,669965.0,LOW,2020-01-01,2035-12-31,True
9137,CUST009137,Customer 009137,Corporate,AT,Munich,Manufacturing,14,1240808.0,LOW,2020-01-01,2035-12-31,True
9138,CUST009138,Customer 009138,Corporate,DE,Ostrava,Healthcare,45,246988.0,MEDIUM,2020-01-01,2035-12-31,True
9139,CUST009139,Customer 009139,Corporate,AT,Vienna,Retail,45,4020843.0,LOW,2020-01-01,2035-12-31,True
9140,CUST009140,Customer 009140,Government,PL,Bratislava,Automotive,60,349602.0,MEDIUM,2020-01-01,2035-12-31,True
9141,CUST009141,Customer 009141,Corporate,AT,Brno,IT Services,30,2916324.0,MEDIUM,2020-01-01,2035-12-31,True
9142,CUST009142,Customer 009142,Corporate,DE,Brno,Automotive,45,2952158.0,HIGH,2020-01-01,2035-12-31,True
9143,CUST009143,Customer 009143,SME,AT,Vienna,Logistics,45,2001363.0,LOW,2020-01-01,2035-12-31,True
9144,CUST009144,Customer 009144,Corporate,CZ,Vienna,Manufacturing,30,419905.0,HIGH,2020-01-01,2035-12-31,True
9145,CUST009145,Customer 009145,Government,DE,Brno,Retail,45,4357673.0,MEDIUM,2020-01-01,2035-12-31,True
9146,CUST009146,Customer 009146,Corporate,DE,Prague,Logistics,30,1325062.0,MEDIUM,2020-01-01,2035-12-31,True
9147,CUST009147,Customer 009147,Government,CZ,Vienna,Retail,45,2064980.0,MEDIUM,2020-01-01,2035-12-31,True
9148,CUST009148,Customer 009148,Corporate,SK,Bratislava,Retail,30,1767014.0,HIGH,2020-01-01,2035-12-31,True
9149,CUST009149,Customer 009149,Government,AT,Warsaw,Construction,60,4675589.0,MEDIUM,2020-01-01,2035-12-31,True
9150,CUST009150,Customer 009150,Government,CZ,Ostrava,Automotive,14,4507572.0,LOW,2020-01-01,2035-12-31,True
9151,CUST009151,Customer 009151,SME,SK,Vienna,Energy,30,3824125.0,HIGH,2020-01-01,2035-12-31,True
9152,CUST009152,Customer 009152,SME,CZ,Bratislava,Automotive,45,3373598.0,MEDIUM,2020-01-01,2035-12-31,True
9153,CUST009153,Customer 009153,Corporate,PL,Bratislava,Construction,14,2189191.0,MEDIUM,2020-01-01,2035-12-31,True
9154,CUST009154,Customer 009154,Corporate,SK,Prague,Retail,45,390834.0,HIGH,2020-01-01,2035-12-31,True
9155,CUST009155,Customer 009155,SME,PL,Bratislava,IT Services,14,96475.0,MEDIUM,2020-01-01,2035-12-31,True
9156,CUST009156,Customer 009156,SME,CZ,Berlin,Manufacturing,14,311508.0,HIGH,2020-01-01,2035-12-31,True
9157,CUST009157,Customer 009157,Government,SK,Brno,Energy,30,2642078.0,HIGH,2020-01-01,2035-12-31,True
9158,CUST009158,Customer 009158,Government,PL,Berlin,Healthcare,30,849699.0,MEDIUM,2020-01-01,2035-12-31,True
9159,CUST009159,Customer 009159,SME,SK,Bratislava,Energy,45,1744850.0,LOW,2020-01-01,2035-12-31,True
9160,CUST009160,Customer 009160,SME,DE,Ostrava,Logistics,14,1601299.0,HIGH,2020-01-01,2035-12-31,True
9161,CUST009161,Customer 009161,Corporate,DE,Prague,Manufacturing,14,1180150.0,MEDIUM,2020-01-01,2035-12-31,True
9162,CUST009162,Customer 009162,Government,SK,Munich,Construction,14,4521479.0,LOW,2020-01-01,2035-12-31,True
9163,CUST009163,Customer 009163,SME,CZ,Prague,Automotive,30,4752962.0,MEDIUM,2020-01-01,2035-12-31,True
9164,CUST009164,Customer 009164,Government,DE,Prague,Energy,45,4145878.0,HIGH,2020-01-01,2035-12-31,True
9165,CUST009165,Customer 009165,Government,DE,Ostrava,Healthcare,45,730060.0,HIGH,2020-01-01,2035-12-31,True
9166,CUST009166,Customer 009166,Government,CZ,Ostrava,Logistics,45,1570406.0,LOW,2020-01-01,2035-12-31,True
9167,CUST009167,Customer 009167,Government,DE,Ostrava,IT Services,14,3301891.0,HIGH,2020-01-01,2035-12-31,True
9168,CUST009168,Customer 009168,Corporate,DE,Vienna,Energy,60,1617915.0,MEDIUM,2020-01-01,2035-12-31,True
9169,CUST009169,Customer 009169,Government,PL,Berlin,Healthcare,30,98021.0,MEDIUM,2020-01-01,2035-12-31,True
9170,CUST009170,Customer 009170,SME,CZ,Warsaw,Energy,14,2155612.0,MEDIUM,2020-01-01,2035-12-31,True
9171,CUST009171,Customer 009171,Government,SK,Bratislava,Manufacturing,45,1888094.0,MEDIUM,2020-01-01,2035-12-31,True
9172,CUST009172,Customer 009172,Government,DE,Brno,Construction,30,3314482.0,HIGH,2020-01-01,2035-12-31,True
9173,CUST009173,Customer 009173,SME,DE,Vienna,Healthcare,30,4181199.0,LOW,2020-01-01,2035-12-31,True
9174,CUST009174,Customer 009174,Corporate,DE,Prague,Automotive,14,1956698.0,LOW,2020-01-01,2035-12-31,True
9175,CUST009175,Customer 009175,Corporate,PL,Brno,Manufacturing,30,811759.0,LOW,2020-01-01,2035-12-31,True
9176,CUST009176,Customer 009176,Corporate,DE,Prague,Energy,45,3184884.0,HIGH,2020-01-01,2035-12-31,True
9177,CUST009177,Customer 009177,SME,PL,Berlin,Automotive,14,3542294.0,LOW,2020-01-01,2035-12-31,True
9178,CUST009178,Customer 009178,SME,PL,Vienna,IT Services,30,547870.0,MEDIUM,2020-01-01,2035-12-31,True
9179,CUST009179,Customer 009179,Corporate,DE,Vienna,Energy,45,3024047.0,LOW,2020-01-01,2035-12-31,True
9180,CUST009180,Customer 009180,Government,SK,Bratislava,Automotive,14,3356345.0,LOW,2020-01-01,2035-12-31,True
9181,CUST009181,Customer 009181,Corporate,AT,Brno,Construction,14,4165303.0,LOW,2020-01-01,2035-12-31,True
9182,CUST009182,Customer 009182,Corporate,AT,Brno,IT Services,60,1922842.0,MEDIUM,2020-01-01,2035-12-31,True
9183,CUST009183,Customer 009183,SME,DE,Ostrava,IT Services,60,4410117.0,MEDIUM,2020-01-01,2035-12-31,True
9184,CUST009184,Customer 009184,Corporate,PL,Munich,Automotive,14,1805566.0,LOW,2020-01-01,2035-12-31,True
9185,CUST009185,Customer 009185,Corporate,PL,Bratislava,Automotive,30,4088737.0,LOW,2020-01-01,2035-12-31,True
9186,CUST009186,Customer 009186,SME,PL,Vienna,Healthcare,30,4050650.0,HIGH,2020-01-01,2035-12-31,True
9187,CUST009187,Customer 009187,SME,CZ,Ostrava,Logistics,45,2926068.0,HIGH,2020-01-01,2035-12-31,True
9188,CUST009188,Customer 009188,SME,PL,Ostrava,IT Services,45,4745182.0,LOW,2020-01-01,2035-12-31,True
9189,CUST009189,Customer 009189,Corporate,SK,Bratislava,Retail,14,4309131.0,LOW,2020-01-01,2035-12-31,True
9190,CUST009190,Customer 009190,Government,DE,Vienna,Manufacturing,45,829398.0,MEDIUM,2020-01-01,2035-12-31,True
9191,CUST009191,Customer 009191,Corporate,PL,Ostrava,Energy,30,4144268.0,HIGH,2020-01-01,2035-12-31,True
9192,CUST009192,Customer 009192,SME,PL,Prague,IT Services,45,4222099.0,LOW,2020-01-01,2035-12-31,True
9193,CUST009193,Customer 009193,Government,CZ,Bratislava,Automotive,45,370368.0,MEDIUM,2020-01-01,2035-12-31,True
9194,CUST009194,Customer 009194,Corporate,CZ,Vienna,Logistics,14,1999195.0,LOW,2020-01-01,2035-12-31,True
9195,CUST009195,Customer 009195,SME,DE,Munich,Healthcare,30,4010169.0,LOW,2020-01-01,2035-12-31,True
9196,CUST009196,Customer 009196,Corporate,DE,Warsaw,Construction,60,1652086.0,MEDIUM,2020-01-01,2035-12-31,True
9197,CUST009197,Customer 009197,Government,PL,Brno,IT Services,14,3015361.0,MEDIUM,2020-01-01,2035-12-31,True
9198,CUST009198,Customer 009198,SME,CZ,Prague,Energy,45,4785834.0,LOW,2020-01-01,2035-12-31,True
9199,CUST009199,Customer 009199,Corporate,SK,Berlin,Logistics,45,1196064.0,HIGH,2020-01-01,2035-12-31,True
9200,CUST009200,Customer 009200,Government,DE,Brno,IT Services,14,50886.0,HIGH,2020-01-01,2035-12-31,True
9201,CUST009201,Customer 009201,Corporate,AT,Vienna,Construction,60,2358154.0,MEDIUM,2020-01-01,2035-12-31,True
9202,CUST009202,Customer 009202,SME,DE,Ostrava,Construction,14,4142313.0,MEDIUM,2020-01-01,2035-12-31,True
9203,CUST009203,Customer 009203,Corporate,SK,Munich,Healthcare,60,2469874.0,LOW,2020-01-01,2035-12-31,True
9204,CUST009204,Customer 009204,SME,SK,Munich,Retail,30,872867.0,MEDIUM,2020-01-01,2035-12-31,True
9205,CUST009205,Customer 009205,SME,SK,Prague,Energy,14,536477.0,HIGH,2020-01-01,2035-12-31,True
9206,CUST009206,Customer 009206,SME,PL,Bratislava,Manufacturing,45,1490439.0,HIGH,2020-01-01,2035-12-31,True
9207,CUST009207,Customer 009207,SME,SK,Ostrava,Healthcare,14,466886.0,LOW,2020-01-01,2035-12-31,True
9208,CUST009208,Customer 009208,SME,DE,Warsaw,Energy,45,4051876.0,MEDIUM,2020-01-01,2035-12-31,True
9209,CUST009209,Customer 009209,Government,DE,Bratislava,Logistics,60,4164619.0,LOW,2020-01-01,2035-12-31,True
9210,CUST009210,Customer 009210,SME,SK,Brno,Logistics,14,4414600.0,LOW,2020-01-01,2035-12-31,True
9211,CUST009211,Customer 009211,SME,CZ,Ostrava,Energy,45,81708.0,HIGH,2020-01-01,2035-12-31,True
9212,CUST009212,Customer 009212,Corporate,PL,Bratislava,IT Services,60,2395707.0,MEDIUM,2020-01-01,2035-12-31,True
9213,CUST009213,Customer 009213,Government,SK,Warsaw,Healthcare,45,3317887.0,LOW,2020-01-01,2035-12-31,True
9214,CUST009214,Customer 009214,Corporate,DE,Vienna,Automotive,60,1170155.0,MEDIUM,2020-01-01,2035-12-31,True
9215,CUST009215,Customer 009215,SME,CZ,Ostrava,Logistics,60,566004.0,LOW,2020-01-01,2035-12-31,True
9216,CUST009216,Customer 009216,Corporate,AT,Brno,Retail,60,3299974.0,MEDIUM,2020-01-01,2035-12-31,True
9217,CUST009217,Customer 009217,Corporate,SK,Ostrava,Retail,60,3806799.0,MEDIUM,2020-01-01,2035-12-31,True
9218,CUST009218,Customer 009218,Government,DE,Brno,IT Services,45,4131400.0,MEDIUM,2020-01-01,2035-12-31,True
9219,CUST009219,Customer 009219,Government,SK,Prague,IT Services,45,1942259.0,LOW,2020-01-01,2035-12-31,True
9220,CUST009220,Customer 009220,SME,AT,Munich,Retail,60,1204582.0,MEDIUM,2020-01-01,2035-12-31,True
9221,CUST009221,Customer 009221,SME,SK,Vienna,Healthcare,60,469466.0,MEDIUM,2020-01-01,2035-12-31,True
9222,CUST009222,Customer 009222,Corporate,CZ,Prague,Energy,30,1793106.0,HIGH,2020-01-01,2035-12-31,True
9223,CUST009223,Customer 009223,Corporate,PL,Brno,Energy,60,1765917.0,HIGH,2020-01-01,2035-12-31,True
9224,CUST009224,Customer 009224,Government,DE,Berlin,Healthcare,30,672882.0,LOW,2020-01-01,2035-12-31,True
9225,CUST009225,Customer 009225,Government,AT,Brno,Logistics,30,3263598.0,HIGH,2020-01-01,2035-12-31,True
9226,CUST009226,Customer 009226,Government,PL,Munich,Energy,30,2804470.0,HIGH,2020-01-01,2035-12-31,True
9227,CUST009227,Customer 009227,Government,CZ,Prague,Construction,60,1830060.0,MEDIUM,2020-01-01,2035-12-31,True
9228,CUST009228,Customer 009228,SME,AT,Warsaw,Manufacturing,14,2517595.0,MEDIUM,2020-01-01,2035-12-31,True
9229,CUST009229,Customer 009229,Government,DE,Munich,Automotive,30,3394331.0,HIGH,2020-01-01,2035-12-31,True
9230,CUST009230,Customer 009230,Corporate,AT,Berlin,Automotive,14,4618644.0,MEDIUM,2020-01-01,2035-12-31,True
9231,CUST009231,Customer 009231,Government,SK,Berlin,Logistics,30,3630903.0,HIGH,2020-01-01,2035-12-31,True
9232,CUST009232,Customer 009232,Government,AT,Munich,Logistics,30,3197109.0,MEDIUM,2020-01-01,2035-12-31,True
9233,CUST009233,Customer 009233,Corporate,DE,Ostrava,Energy,30,3430836.0,LOW,2020-01-01,2035-12-31,True
9234,CUST009234,Customer 009234,Corporate,AT,Warsaw,Construction,14,2204476.0,LOW,2020-01-01,2035-12-31,True
9235,CUST009235,Customer 009235,Government,PL,Vienna,Retail,30,4331248.0,LOW,2020-01-01,2035-12-31,True
9236,CUST009236,Customer 009236,Government,PL,Prague,Retail,14,3904077.0,MEDIUM,2020-01-01,2035-12-31,True
9237,CUST009237,Customer 009237,Corporate,PL,Ostrava,Manufacturing,60,150843.0,MEDIUM,2020-01-01,2035-12-31,True
9238,CUST009238,Customer 009238,SME,PL,Berlin,Retail,30,3184620.0,MEDIUM,2020-01-01,2035-12-31,True
9239,CUST009239,Customer 009239,Government,CZ,Berlin,Logistics,45,386668.0,LOW,2020-01-01,2035-12-31,True
9240,CUST009240,Customer 009240,Government,CZ,Ostrava,Manufacturing,30,1483359.0,LOW,2020-01-01,2035-12-31,True
9241,CUST009241,Customer 009241,Government,DE,Vienna,Logistics,60,749572.0,HIGH,2020-01-01,2035-12-31,True
9242,CUST009242,Customer 009242,SME,DE,Brno,Energy,45,4760400.0,MEDIUM,2020-01-01,2035-12-31,True
9243,CUST009243,Customer 009243,SME,AT,Ostrava,Logistics,45,4226428.0,LOW,2020-01-01,2035-12-31,True
9244,CUST009244,Customer 009244,SME,SK,Bratislava,Healthcare,30,1708556.0,HIGH,2020-01-01,2035-12-31,True
9245,CUST009245,Customer 009245,Government,PL,Vienna,Manufacturing,14,1620704.0,MEDIUM,2020-01-01,2035-12-31,True
9246,CUST009246,Customer 009246,Government,CZ,Munich,Logistics,45,4881916.0,HIGH,2020-01-01,2035-12-31,True
9247,CUST009247,Customer 009247,SME,AT,Munich,IT Services,30,3776551.0,LOW,2020-01-01,2035-12-31,True
9248,CUST009248,Customer 009248,SME,PL,Vienna,Manufacturing,60,266700.0,HIGH,2020-01-01,2035-12-31,True
9249,CUST009249,Customer 009249,SME,DE,Munich,Automotive,14,1169129.0,MEDIUM,2020-01-01,2035-12-31,True
9250,CUST009250,Customer 009250,SME,AT,Warsaw,Automotive,60,3902986.0,HIGH,2020-01-01,2035-12-31,True
9251,CUST009251,Customer 009251,Government,DE,Munich,Retail,14,3652193.0,MEDIUM,2020-01-01,2035-12-31,True
9252,CUST009252,Customer 009252,Government,CZ,Munich,Healthcare,14,436034.0,LOW,2020-01-01,2035-12-31,True
9253,CUST009253,Customer 009253,Corporate,AT,Munich,Energy,60,3263668.0,HIGH,2020-01-01,2035-12-31,True
9254,CUST009254,Customer 009254,Corporate,CZ,Ostrava,Automotive,14,258802.0,HIGH,2020-01-01,2035-12-31,True
9255,CUST009255,Customer 009255,Corporate,AT,Vienna,Automotive,30,4341828.0,LOW,2020-01-01,2035-12-31,True
9256,CUST009256,Customer 009256,Corporate,SK,Warsaw,Construction,30,1232877.0,LOW,2020-01-01,2035-12-31,True
9257,CUST009257,Customer 009257,Government,DE,Brno,Automotive,45,2870133.0,HIGH,2020-01-01,2035-12-31,True
9258,CUST009258,Customer 009258,Government,AT,Ostrava,Retail,30,244516.0,LOW,2020-01-01,2035-12-31,True
9259,CUST009259,Customer 009259,SME,DE,Prague,IT Services,14,718747.0,LOW,2020-01-01,2035-12-31,True
9260,CUST009260,Customer 009260,Government,AT,Warsaw,IT Services,45,1386109.0,MEDIUM,2020-01-01,2035-12-31,True
9261,CUST009261,Customer 009261,Government,DE,Brno,Energy,60,2730147.0,MEDIUM,2020-01-01,2035-12-31,True
9262,CUST009262,Customer 009262,Government,PL,Bratislava,Logistics,45,2764367.0,LOW,2020-01-01,2035-12-31,True
9263,CUST009263,Customer 009263,Government,SK,Berlin,Automotive,60,3159979.0,HIGH,2020-01-01,2035-12-31,True
9264,CUST009264,Customer 009264,SME,SK,Prague,Healthcare,14,2455485.0,HIGH,2020-01-01,2035-12-31,True
9265,CUST009265,Customer 009265,Corporate,CZ,Berlin,Retail,45,2032496.0,LOW,2020-01-01,2035-12-31,True
9266,CUST009266,Customer 009266,Government,PL,Warsaw,IT Services,60,377926.0,HIGH,2020-01-01,2035-12-31,True
9267,CUST009267,Customer 009267,Government,PL,Prague,Logistics,14,4680521.0,HIGH,2020-01-01,2035-12-31,True
9268,CUST009268,Customer 009268,Corporate,SK,Munich,Retail,14,2213033.0,MEDIUM,2020-01-01,2035-12-31,True
9269,CUST009269,Customer 009269,Government,CZ,Munich,Retail,14,1925454.0,HIGH,2020-01-01,2035-12-31,True
9270,CUST009270,Customer 009270,SME,DE,Berlin,Manufacturing,60,4517163.0,HIGH,2020-01-01,2035-12-31,True
9271,CUST009271,Customer 009271,SME,PL,Warsaw,Manufacturing,30,893052.0,LOW,2020-01-01,2035-12-31,True
9272,CUST009272,Customer 009272,Government,AT,Munich,Manufacturing,45,1653061.0,HIGH,2020-01-01,2035-12-31,True
9273,CUST009273,Customer 009273,Government,AT,Warsaw,Retail,45,1830627.0,HIGH,2020-01-01,2035-12-31,True
9274,CUST009274,Customer 009274,SME,SK,Munich,Manufacturing,30,4817855.0,HIGH,2020-01-01,2035-12-31,True
9275,CUST009275,Customer 009275,SME,AT,Bratislava,Healthcare,14,306084.0,MEDIUM,2020-01-01,2035-12-31,True
9276,CUST009276,Customer 009276,Corporate,DE,Bratislava,Automotive,60,2670771.0,HIGH,2020-01-01,2035-12-31,True
9277,CUST009277,Customer 009277,SME,CZ,Prague,IT Services,30,1771705.0,LOW,2020-01-01,2035-12-31,True
9278,CUST009278,Customer 009278,Corporate,CZ,Berlin,Construction,60,1510184.0,HIGH,2020-01-01,2035-12-31,True
9279,CUST009279,Customer 009279,Government,SK,Bratislava,IT Services,60,4444617.0,LOW,2020-01-01,2035-12-31,True
9280,CUST009280,Customer 009280,Government,SK,Vienna,Automotive,14,583545.0,MEDIUM,2020-01-01,2035-12-31,True
9281,CUST009281,Customer 009281,SME,DE,Berlin,Energy,45,4129694.0,LOW,2020-01-01,2035-12-31,True
9282,CUST009282,Customer 009282,Corporate,DE,Brno,IT Services,14,2846511.0,MEDIUM,2020-01-01,2035-12-31,True
9283,CUST009283,Customer 009283,Corporate,AT,Bratislava,Retail,30,2397355.0,LOW,2020-01-01,2035-12-31,True
9284,CUST009284,Customer 009284,Corporate,CZ,Munich,Automotive,45,4023701.0,HIGH,2020-01-01,2035-12-31,True
9285,CUST009285,Customer 009285,Government,AT,Brno,Energy,45,456929.0,LOW,2020-01-01,2035-12-31,True
9286,CUST009286,Customer 009286,SME,SK,Prague,Manufacturing,45,3267600.0,HIGH,2020-01-01,2035-12-31,True
9287,CUST009287,Customer 009287,SME,CZ,Munich,Automotive,60,1814288.0,MEDIUM,2020-01-01,2035-12-31,True
9288,CUST009288,Customer 009288,Corporate,AT,Munich,Construction,45,1030921.0,LOW,2020-01-01,2035-12-31,True
9289,CUST009289,Customer 009289,Corporate,AT,Bratislava,Manufacturing,14,2733747.0,LOW,2020-01-01,2035-12-31,True
9290,CUST009290,Customer 009290,Government,PL,Ostrava,Automotive,30,426026.0,HIGH,2020-01-01,2035-12-31,True
9291,CUST009291,Customer 009291,Corporate,SK,Brno,Healthcare,30,3947747.0,LOW,2020-01-01,2035-12-31,True
9292,CUST009292,Customer 009292,SME,DE,Prague,Healthcare,60,184841.0,MEDIUM,2020-01-01,2035-12-31,True
9293,CUST009293,Customer 009293,Corporate,PL,Vienna,Healthcare,14,3490698.0,LOW,2020-01-01,2035-12-31,True
9294,CUST009294,Customer 009294,Government,AT,Bratislava,IT Services,45,1085927.0,LOW,2020-01-01,2035-12-31,True
9295,CUST009295,Customer 009295,Government,DE,Brno,Energy,30,4554429.0,HIGH,2020-01-01,2035-12-31,True
9296,CUST009296,Customer 009296,SME,DE,Berlin,Energy,30,1052136.0,MEDIUM,2020-01-01,2035-12-31,True
9297,CUST009297,Customer 009297,Corporate,SK,Munich,Logistics,30,2532464.0,HIGH,2020-01-01,2035-12-31,True
9298,CUST009298,Customer 009298,SME,AT,Warsaw,Logistics,14,1168196.0,HIGH,2020-01-01,2035-12-31,True
9299,CUST009299,Customer 009299,Corporate,AT,Warsaw,Construction,30,1098325.0,LOW,2020-01-01,2035-12-31,True
9300,CUST009300,Customer 009300,Corporate,PL,Warsaw,Healthcare,14,3386242.0,LOW,2020-01-01,2035-12-31,True
9301,CUST009301,Customer 009301,SME,AT,Berlin,Energy,45,3771467.0,LOW,2020-01-01,2035-12-31,True
9302,CUST009302,Customer 009302,Corporate,DE,Brno,Retail,30,1286539.0,HIGH,2020-01-01,2035-12-31,True
9303,CUST009303,Customer 009303,Government,PL,Brno,Manufacturing,45,1463910.0,LOW,2020-01-01,2035-12-31,True
9304,CUST009304,Customer 009304,Government,DE,Ostrava,IT Services,60,3408474.0,MEDIUM,2020-01-01,2035-12-31,True
9305,CUST009305,Customer 009305,Government,DE,Vienna,Construction,14,4254651.0,MEDIUM,2020-01-01,2035-12-31,True
9306,CUST009306,Customer 009306,SME,DE,Warsaw,Manufacturing,60,4862841.0,LOW,2020-01-01,2035-12-31,True
9307,CUST009307,Customer 009307,SME,SK,Munich,IT Services,45,2398420.0,LOW,2020-01-01,2035-12-31,True
9308,CUST009308,Customer 009308,SME,CZ,Ostrava,Logistics,14,4840610.0,HIGH,2020-01-01,2035-12-31,True
9309,CUST009309,Customer 009309,SME,PL,Vienna,Manufacturing,45,1163593.0,LOW,2020-01-01,2035-12-31,True
9310,CUST009310,Customer 009310,Government,PL,Prague,Automotive,14,4219519.0,MEDIUM,2020-01-01,2035-12-31,True
