supplier_code,supplier_name,country_code,city,payment_terms,vat_number,active
SUP003756,Supplier 003756,CZ,Brno,14,CZ100003756,True
SUP003757,Supplier 003757,CZ,Brno,45,CZ100003757,True
SUP003758,Supplier 003758,CZ,Prague,30,CZ100003758,True
SUP003759,Supplier 003759,DE,Berlin,30,DE100003759,True
SUP003760,Supplier 003760,DE,Berlin,45,DE100003760,True
SUP003761,Supplier 003761,DE,Munich,45,DE100003761,True
SUP003762,Supplier 003762,SK,Bratislava,30,SK100003762,True
SUP003763,Supplier 003763,DE,Munich,14,DE100003763,True
SUP003764,Supplier 003764,DE,Munich,45,DE100003764,True
SUP003765,Supplier 003765,DE,Berlin,60,DE100003765,True
SUP003766,Supplier 003766,AT,Vienna,14,AT100003766,True
SUP003767,Supplier 003767,PL,Warsaw,30,PL100003767,True
SUP003768,Supplier 003768,AT,Vienna,30,AT100003768,True
SUP003769,Supplier 003769,SK,Bratislava,30,SK100003769,True
SUP003770,Supplier 003770,PL,Warsaw,30,PL100003770,True
SUP003771,Supplier 003771,PL,Warsaw,60,PL100003771,True
SUP003772,Supplier 003772,DE,Berlin,14,DE100003772,True
SUP003773,Supplier 003773,DE,Berlin,30,DE100003773,True
SUP003774,Supplier 003774,AT,Vienna,60,AT100003774,True
SUP003775,Supplier 003775,SK,Bratislava,60,SK100003775,True
SUP003776,Supplier 003776,PL,Warsaw,14,PL100003776,True
SUP003777,Supplier 003777,DE,Berlin,30,DE100003777,True
SUP003778,Supplier 003778,CZ,Ostrava,45,CZ100003778,True
SUP003779,Supplier 003779,CZ,Prague,60,CZ100003779,True
SUP003780,Supplier 003780,DE,Berlin,45,DE100003780,True
SUP003781,Supplier 003781,SK,Bratislava,60,SK100003781,True
SUP003782,Supplier 003782,AT,Vienna,60,AT100003782,True
SUP003783,Supplier 003783,DE,Munich,45,DE100003783,True
SUP003784,Supplier 003784,CZ,Prague,14,CZ100003784,True
SUP003785,Supplier 003785,CZ,Ostrava,30,CZ100003785,True
SUP003786,Supplier 003786,DE,Berlin,60,DE100003786,True
SUP003787,Supplier 003787,AT,Vienna,30,AT100003787,True
SUP003788,Supplier 003788,AT,Vienna,14,AT100003788,True
SUP003789,Supplier 003789,AT,Vienna,30,AT100003789,True
SUP003790,Supplier 003790,PL,Warsaw,14,PL100003790,True
SUP003791,Supplier 003791,DE,Berlin,60,DE100003791,True
SUP003792,Supplier 003792,DE,Munich,14,DE100003792,True
SUP003793,Supplier 003793,CZ,Ostrava,14,CZ100003793,True
SUP003794,Supplier 003794,CZ,Ostrava,14,CZ100003794,True
SUP003795,Supplier 003795,PL,Warsaw,14,PL100003795,True
SUP003796,Supplier 003796,CZ,Ostrava,30,CZ100003796,True
SUP003797,Supplier 003797,CZ,Brno,60,CZ100003797,True
SUP003798,Supplier 003798,DE,Munich,30,DE100003798,True
SUP003799,Supplier 003799,SK,Bratislava,45,SK100003799,True
SUP003800,Supplier 003800,CZ,Brno,60,CZ100003800,True
SUP003801,Supplier 003801,CZ,Prague,45,CZ100003801,True
SUP003802,Supplier 003802,CZ,Prague,30,CZ100003802,True
SUP003803,Supplier 003803,DE,Berlin,60,DE100003803,True
SUP003804,Supplier 003804,AT,Vienna,30,AT100003804,True
SUP003805,Supplier 003805,CZ,Brno,30,CZ100003805,True
SUP003806,Supplier 003806,AT,Vienna,60,AT100003806,True
SUP003807,Supplier 003807,CZ,Brno,60,CZ100003807,True
SUP003808,Supplier 003808,SK,Bratislava,30,SK100003808,True
SUP003809,Supplier 003809,SK,Bratislava,45,SK100003809,True
SUP003810,Supplier 003810,AT,Vienna,60,AT100003810,True
SUP003811,Supplier 003811,CZ,Ostrava,45,CZ100003811,True
SUP003812,Supplier 003812,SK,Bratislava,60,SK100003812,True
SUP003813,Supplier 003813,DE,Munich,30,DE100003813,True
SUP003814,Supplier 003814,CZ,Prague,30,CZ100003814,True
SUP003815,Supplier 003815,PL,Warsaw,14,PL100003815,True
SUP003816,Supplier 003816,AT,Vienna,30,AT100003816,True
SUP003817,Supplier 003817,DE,Berlin,60,DE100003817,True
SUP003818,Supplier 003818,PL,Warsaw,60,PL100003818,True
SUP003819,Supplier 003819,CZ,Prague,14,CZ100003819,True
SUP003820,Supplier 003820,DE,Munich,60,DE100003820,True
SUP003821,Supplier 003821,DE,Berlin,45,DE100003821,True
SUP003822,Supplier 003822,AT,Vienna,30,AT100003822,True
SUP003823,Supplier 003823,AT,Vienna,30,AT100003823,True
SUP003824,Supplier 003824,CZ,Ostrava,60,CZ100003824,True
SUP003825,Supplier 003825,PL,Warsaw,60,PL100003825,True
SUP003826,Supplier 003826,CZ,Ostrava,14,CZ100003826,True
SUP003827,Supplier 003827,AT,Vienna,14,AT100003827,True
SUP003828,Supplier 003828,SK,Bratislava,30,SK100003828,True
SUP003829,Supplier 003829,DE,Munich,45,DE100003829,True
SUP003830,Supplier 003830,CZ,Brno,30,CZ100003830,True
SUP003831,Supplier 003831,PL,Warsaw,60,PL100003831,True
SUP003832,Supplier 003832,CZ,Brno,45,CZ100003832,True
SUP003833,Supplier 003833,CZ,Brno,14,CZ100003833,True
SUP003834,Supplier 003834,DE,Berlin,60,DE100003834,True
SUP003835,Supplier 003835,PL,Warsaw,30,PL100003835,True
SUP003836,Supplier 003836,DE,Munich,30,DE100003836,True
SUP003837,Supplier 003837,CZ,Prague,60,CZ100003837,True
SUP003838,Supplier 003838,CZ,Prague,14,CZ100003838,True
SUP003839,Supplier 003839,PL,Warsaw,60,PL100003839,True
SUP003840,Supplier 003840,DE,Berlin,60,DE100003840,True
SUP003841,Supplier 003841,SK,Bratislava,60,SK100003841,True
SUP003842,Supplier 003842,CZ,Prague,14,CZ100003842,True
SUP003843,Supplier 003843,DE,Munich,14,DE100003843,True
SUP003844,Supplier 003844,CZ,Ostrava,45,CZ100003844,True
SUP003845,Supplier 003845,PL,Warsaw,60,PL100003845,True
SUP003846,Supplier 003846,PL,Warsaw,14,PL100003846,True
SUP003847,Supplier 003847,CZ,Brno,30,CZ100003847,True
SUP003848,Supplier 003848,PL,Warsaw,30,PL100003848,True
SUP003849,Supplier 003849,PL,Warsaw,45,PL100003849,True
SUP003850,Supplier 003850,CZ,Ostrava,30,CZ100003850,True
SUP003851,Supplier 003851,CZ,Prague,14,CZ100003851,True
SUP003852,Supplier 003852,CZ,Ostrava,45,CZ100003852,True
SUP003853,Supplier 003853,CZ,Brno,60,CZ100003853,True
SUP003854,Supplier 003854,CZ,Ostrava,14,CZ100003854,True
SUP003855,Supplier 003855,CZ,Prague,45,CZ100003855,True
SUP003856,Supplier 003856,CZ,Ostrava,60,CZ100003856,True
SUP003857,Supplier 003857,DE,Berlin,30,DE100003857,True
SUP003858,Supplier 003858,SK,Bratislava,14,SK100003858,True
SUP003859,Supplier 003859,SK,Bratislava,60,SK100003859,True
SUP003860,Supplier 003860,CZ,Prague,14,CZ100003860,True
SUP003861,Supplier 003861,AT,Vienna,45,AT100003861,True
SUP003862,Supplier 003862,PL,Warsaw,14,PL100003862,True
SUP003863,Supplier 003863,CZ,Prague,14,CZ100003863,True
SUP003864,Supplier 003864,AT,Vienna,30,AT100003864,True
SUP003865,Supplier 003865,SK,Bratislava,45,SK100003865,True
SUP003866,Supplier 003866,SK,Bratislava,30,SK100003866,True
SUP003867,Supplier 003867,CZ,Brno,14,CZ100003867,True
SUP003868,Supplier 003868,AT,Vienna,14,AT100003868,True
SUP003869,Supplier 003869,CZ,Prague,45,CZ100003869,True
SUP003870,Supplier 003870,SK,Bratislava,14,SK100003870,True
SUP003871,Supplier 003871,SK,Bratislava,14,SK100003871,True
SUP003872,Supplier 003872,CZ,Ostrava,30,CZ100003872,True
SUP003873,Supplier 003873,CZ,Prague,60,CZ100003873,True
SUP003874,Supplier 003874,CZ,Brno,45,CZ100003874,True
SUP003875,Supplier 003875,DE,Berlin,30,DE100003875,True
SUP003876,Supplier 003876,SK,Bratislava,60,SK100003876,True
SUP003877,Supplier 003877,AT,Vienna,14,AT100003877,True
SUP003878,Supplier 003878,SK,Bratislava,30,SK100003878,True
SUP003879,Supplier 003879,CZ,Brno,45,CZ100003879,True
SUP003880,Supplier 003880,DE,Berlin,30,DE100003880,True
SUP003881,Supplier 003881,CZ,Prague,60,CZ100003881,True
SUP003882,Supplier 003882,DE,Berlin,14,DE100003882,True
SUP003883,Supplier 003883,AT,Vienna,30,AT100003883,True
SUP003884,Supplier 003884,PL,Warsaw,30,PL100003884,True
SUP003885,Supplier 003885,CZ,Brno,45,CZ100003885,True
SUP003886,Supplier 003886,DE,Berlin,14,DE100003886,True
SUP003887,Supplier 003887,CZ,Brno,30,CZ100003887,True
SUP003888,Supplier 003888,AT,Vienna,45,AT100003888,True
SUP003889,Supplier 003889,PL,Warsaw,14,PL100003889,True
SUP003890,Supplier 003890,CZ,Ostrava,45,CZ100003890,True
SUP003891,Supplier 003891,CZ,Brno,45,CZ100003891,True
SUP003892,Supplier 003892,AT,Vienna,30,AT100003892,True
SUP003893,Supplier 003893,DE,Berlin,30,DE100003893,True
SUP003894,Supplier 003894,DE,Berlin,60,DE100003894,True
SUP003895,Supplier 003895,CZ,Brno,45,CZ100003895,True
SUP003896,Supplier 003896,CZ,Prague,60,CZ100003896,True
SUP003897,Supplier 003897,AT,Vienna,30,AT100003897,True
SUP003898,Supplier 003898,CZ,Prague,30,CZ100003898,True
SUP003899,Supplier 003899,CZ,Prague,14,CZ100003899,True
SUP003900,Supplier 003900,DE,Munich,30,DE100003900,True
SUP003901,Supplier 003901,AT,Vienna,30,AT100003901,True
SUP003902,Supplier 003902,CZ,Brno,14,CZ100003902,True
SUP003903,Supplier 003903,CZ,Ostrava,45,CZ100003903,True
SUP003904,Supplier 003904,PL,Warsaw,45,PL100003904,True
SUP003905,Supplier 003905,SK,Bratislava,30,SK100003905,True
SUP003906,Supplier 003906,AT,Vienna,30,AT100003906,True
SUP003907,Supplier 003907,CZ,Prague,30,CZ100003907,True
SUP003908,Supplier 003908,PL,Warsaw,45,PL100003908,True
SUP003909,Supplier 003909,CZ,Ostrava,45,CZ100003909,True
SUP003910,Supplier 003910,DE,Berlin,14,DE100003910,True
SUP003911,Supplier 003911,AT,Vienna,45,AT100003911,True
SUP003912,Supplier 003912,CZ,Prague,30,CZ100003912,True
SUP003913,Supplier 003913,DE,Berlin,45,DE100003913,True
SUP003914,Supplier 003914,SK,Bratislava,30,SK100003914,True
SUP003915,Supplier 003915,CZ,Prague,30,CZ100003915,True
SUP003916,Supplier 003916,SK,Bratislava,60,SK100003916,True
SUP003917,Supplier 003917,DE,Berlin,30,DE100003917,True
SUP003918,Supplier 003918,PL,Warsaw,14,PL100003918,True
SUP003919,Supplier 003919,CZ,Brno,60,CZ100003919,True
SUP003920,Supplier 003920,CZ,Brno,30,CZ100003920,True
SUP003921,Supplier 003921,CZ,Prague,30,CZ100003921,True
SUP003922,Supplier 003922,SK,Bratislava,30,SK100003922,True
SUP003923,Supplier 003923,CZ,Brno,30,CZ100003923,True
SUP003924,Supplier 003924,SK,Bratislava,30,SK100003924,True
SUP003925,Supplier 003925,CZ,Brno,60,CZ100003925,True
SUP003926,Supplier 003926,PL,Warsaw,45,PL100003926,True
SUP003927,Supplier 003927,CZ,Ostrava,30,CZ100003927,True
SUP003928,Supplier 003928,SK,Bratislava,60,SK100003928,True
SUP003929,Supplier 003929,CZ,Ostrava,30,CZ100003929,True
SUP003930,Supplier 003930,DE,Munich,45,DE100003930,True
SUP003931,Supplier 003931,PL,Warsaw,30,PL100003931,True
SUP003932,Supplier 003932,DE,Munich,60,DE100003932,True
SUP003933,Supplier 003933,CZ,Brno,45,CZ100003933,True
SUP003934,Supplier 003934,AT,Vienna,60,AT100003934,True
SUP003935,Supplier 003935,CZ,Ostrava,60,CZ100003935,True
SUP003936,Supplier 003936,PL,Warsaw,60,PL100003936,True
SUP003937,Supplier 003937,AT,Vienna,30,AT100003937,True
SUP003938,Supplier 003938,PL,Warsaw,14,PL100003938,True
SUP003939,Supplier 003939,AT,Vienna,60,AT100003939,True
SUP003940,Supplier 003940,CZ,Brno,45,CZ100003940,True
SUP003941,Supplier 003941,CZ,Ostrava,30,CZ100003941,True
SUP003942,Supplier 003942,DE,Munich,60,DE100003942,True
SUP003943,Supplier 003943,PL,Warsaw,45,PL100003943,True
SUP003944,Supplier 003944,PL,Warsaw,45,PL100003944,True
SUP003945,Supplier 003945,AT,Vienna,60,AT100003945,True
SUP003946,Supplier 003946,CZ,Brno,45,CZ100003946,True
SUP003947,Supplier 003947,CZ,Ostrava,60,CZ100003947,True
SUP003948,Supplier 003948,SK,Bratislava,30,SK100003948,True
SUP003949,Supplier 003949,SK,Bratislava,14,SK100003949,True
SUP003950,Supplier 003950,CZ,Prague,45,CZ100003950,True
SUP003951,Supplier 003951,PL,Warsaw,60,PL100003951,True
SUP003952,Supplier 003952,AT,Vienna,60,AT100003952,True
SUP003953,Supplier 003953,DE,Berlin,60,DE100003953,True
SUP003954,Supplier 003954,PL,Warsaw,45,PL100003954,True
SUP003955,Supplier 003955,CZ,Brno,60,CZ100003955,True
SUP003956,Supplier 003956,CZ,Prague,14,CZ100003956,True
SUP003957,Supplier 003957,AT,Vienna,30,AT100003957,True
SUP003958,Supplier 003958,SK,Bratislava,60,SK100003958,True
SUP003959,Supplier 003959,DE,Munich,45,DE100003959,True
SUP003960,Supplier 003960,PL,Warsaw,45,PL100003960,True
SUP003961,Supplier 003961,CZ,Prague,60,CZ100003961,True
SUP003962,Supplier 003962,AT,Vienna,30,AT100003962,True
SUP003963,Supplier 003963,SK,Bratislava,60,SK100003963,True
SUP003964,Supplier 003964,CZ,Prague,45,CZ100003964,True
SUP003965,Supplier 003965,CZ,Prague,30,CZ100003965,True
SUP003966,Supplier 003966,DE,Munich,60,DE100003966,True
SUP003967,Supplier 003967,CZ,Ostrava,45,CZ100003967,True
SUP003968,Supplier 003968,SK,Bratislava,30,SK100003968,True
SUP003969,Supplier 003969,CZ,Prague,14,CZ100003969,True
SUP003970,Supplier 003970,CZ,Brno,60,CZ100003970,True
SUP003971,Supplier 003971,AT,Vienna,14,AT100003971,True
SUP003972,Supplier 003972,SK,Bratislava,60,SK100003972,True
SUP003973,Supplier 003973,CZ,Ostrava,60,CZ100003973,True
SUP003974,Supplier 003974,DE,Munich,45,DE100003974,True
SUP003975,Supplier 003975,AT,Vienna,45,AT100003975,True
SUP003976,Supplier 003976,AT,Vienna,14,AT100003976,True
SUP003977,Supplier 003977,CZ,Brno,45,CZ100003977,True
SUP003978,Supplier 003978,CZ,Ostrava,45,CZ100003978,True
SUP003979,Supplier 003979,SK,Bratislava,60,SK100003979,True
SUP003980,Supplier 003980,DE,Munich,14,DE100003980,True
SUP003981,Supplier 003981,CZ,Ostrava,60,CZ100003981,True
SUP003982,Supplier 003982,CZ,Prague,14,CZ100003982,True
SUP003983,Supplier 003983,CZ,Brno,60,CZ100003983,True
SUP003984,Supplier 003984,AT,Vienna,45,AT100003984,True
SUP003985,Supplier 003985,AT,Vienna,30,AT100003985,True
SUP003986,Supplier 003986,CZ,Ostrava,45,CZ100003986,True
SUP003987,Supplier 003987,CZ,Ostrava,30,CZ100003987,True
SUP003988,Supplier 003988,SK,Bratislava,60,SK100003988,True
SUP003989,Supplier 003989,CZ,Ostrava,14,CZ100003989,True
SUP003990,Supplier 003990,PL,Warsaw,30,PL100003990,True
SUP003991,Supplier 003991,CZ,Ostrava,30,CZ100003991,True
SUP003992,Supplier 003992,CZ,Prague,30,CZ100003992,True
SUP003993,Supplier 003993,SK,Bratislava,45,SK100003993,True
SUP003994,Supplier 003994,AT,Vienna,60,AT100003994,True
SUP003995,Supplier 003995,CZ,Brno,30,CZ100003995,True
SUP003996,Supplier 003996,CZ,Brno,45,CZ100003996,True
SUP003997,Supplier 003997,CZ,Brno,60,CZ100003997,True
SUP003998,Supplier 003998,CZ,Brno,45,CZ100003998,True
SUP003999,Supplier 003999,CZ,Brno,45,CZ100003999,True
SUP004000,Supplier 004000,CZ,Prague,30,CZ100004000,True
SUP004001,Supplier 004001,PL,Warsaw,60,PL100004001,True
SUP004002,Supplier 004002,CZ,Brno,14,CZ100004002,True
SUP004003,Supplier 004003,CZ,Prague,45,CZ100004003,True
SUP004004,Supplier 004004,CZ,Prague,14,CZ100004004,True
SUP004005,Supplier 004005,CZ,Brno,30,CZ100004005,True
SUP004006,Supplier 004006,CZ,Prague,60,CZ100004006,True
SUP004007,Supplier 004007,DE,Munich,60,DE100004007,True
SUP004008,Supplier 004008,PL,Warsaw,45,PL100004008,True
SUP004009,Supplier 004009,AT,Vienna,45,AT100004009,True
SUP004010,Supplier 004010,DE,Berlin,45,DE100004010,True
SUP004011,Supplier 004011,DE,Berlin,30,DE100004011,True
SUP004012,Supplier 004012,DE,Berlin,60,DE100004012,True
SUP004013,Supplier 004013,AT,Vienna,14,AT100004013,True
SUP004014,Supplier 004014,DE,Berlin,45,DE100004014,True
SUP004015,Supplier 004015,CZ,Brno,14,CZ100004015,True
SUP004016,Supplier 004016,PL,Warsaw,60,PL100004016,True
SUP004017,Supplier 004017,CZ,Ostrava,14,CZ100004017,True
SUP004018,Supplier 004018,CZ,Brno,45,CZ100004018,True
SUP004019,Supplier 004019,SK,Bratislava,45,SK100004019,True
SUP004020,Supplier 004020,PL,Warsaw,60,PL100004020,True
SUP004021,Supplier 004021,AT,Vienna,30,AT100004021,True
SUP004022,Supplier 004022,CZ,Prague,45,CZ100004022,True
SUP004023,Supplier 004023,CZ,Prague,45,CZ100004023,True
SUP004024,Supplier 004024,CZ,Prague,45,CZ100004024,True
SUP004025,Supplier 004025,PL,Warsaw,30,PL100004025,True
SUP004026,Supplier 004026,PL,Warsaw,60,PL100004026,True
SUP004027,Supplier 004027,CZ,Brno,45,CZ100004027,True
SUP004028,Supplier 004028,AT,Vienna,60,AT100004028,True
SUP004029,Supplier 004029,CZ,Brno,60,CZ100004029,True
SUP004030,Supplier 004030,DE,Munich,30,DE100004030,True
SUP004031,Supplier 004031,CZ,Ostrava,14,CZ100004031,True
SUP004032,Supplier 004032,CZ,Ostrava,60,CZ100004032,True
SUP004033,Supplier 004033,CZ,Brno,45,CZ100004033,True
SUP004034,Supplier 004034,PL,Warsaw,30,PL100004034,True
SUP004035,Supplier 004035,PL,Warsaw,14,PL100004035,True
SUP004036,Supplier 004036,PL,Warsaw,30,PL100004036,True
SUP004037,Supplier 004037,SK,Bratislava,30,SK100004037,True
SUP004038,Supplier 004038,CZ,Ostrava,14,CZ100004038,True
SUP004039,Supplier 004039,CZ,Brno,60,CZ100004039,True
SUP004040,Supplier 004040,CZ,Prague,30,CZ100004040,True
SUP004041,Supplier 004041,DE,Berlin,60,DE100004041,True
SUP004042,Supplier 004042,DE,Munich,30,DE100004042,True
SUP004043,Supplier 004043,DE,Munich,60,DE100004043,True
SUP004044,Supplier 004044,CZ,Brno,30,CZ100004044,True
SUP004045,Supplier 004045,PL,Warsaw,14,PL100004045,True
SUP004046,Supplier 004046,DE,Berlin,30,DE100004046,True
SUP004047,Supplier 004047,CZ,Brno,45,CZ100004047,True
SUP004048,Supplier 004048,AT,Vienna,60,AT100004048,True
SUP004049,Supplier 004049,AT,Vienna,30,AT100004049,True
SUP004050,Supplier 004050,SK,Bratislava,45,SK100004050,True
SUP004051,Supplier 004051,CZ,Brno,45,CZ100004051,True
SUP004052,Supplier 004052,CZ,Brno,14,CZ100004052,True
SUP004053,Supplier 004053,CZ,Brno,45,CZ100004053,True
SUP004054,Supplier 004054,SK,Bratislava,14,SK100004054,True
SUP004055,Supplier 004055,DE,Berlin,30,DE100004055,True
SUP004056,Supplier 004056,DE,Berlin,60,DE100004056,True
SUP004057,Supplier 004057,CZ,Prague,45,CZ100004057,True
SUP004058,Supplier 004058,CZ,Prague,30,CZ100004058,True
SUP004059,Supplier 004059,AT,Vienna,60,AT100004059,True
SUP004060,Supplier 004060,DE,Berlin,45,DE100004060,True
SUP004061,Supplier 004061,CZ,Ostrava,30,CZ100004061,True
SUP004062,Supplier 004062,CZ,Brno,60,CZ100004062,True
SUP004063,Supplier 004063,CZ,Prague,60,CZ100004063,True
SUP004064,Supplier 004064,DE,Berlin,30,DE100004064,True
SUP004065,Supplier 004065,DE,Munich,30,DE100004065,True
SUP004066,Supplier 004066,PL,Warsaw,60,PL100004066,True
SUP004067,Supplier 004067,CZ,Ostrava,45,CZ100004067,True
SUP004068,Supplier 004068,CZ,Ostrava,14,CZ100004068,True
SUP004069,Supplier 004069,DE,Berlin,45,DE100004069,True
SUP004070,Supplier 004070,CZ,Brno,45,CZ100004070,True
SUP004071,Supplier 004071,PL,Warsaw,30,PL100004071,True
SUP004072,Supplier 004072,PL,Warsaw,45,PL100004072,True
SUP004073,Supplier 004073,AT,Vienna,14,AT100004073,True
SUP004074,Supplier 004074,DE,Berlin,30,DE100004074,True
SUP004075,Supplier 004075,SK,Bratislava,30,SK100004075,True
SUP004076,Supplier 004076,CZ,Prague,30,CZ100004076,True
SUP004077,Supplier 004077,PL,Warsaw,60,PL100004077,True
SUP004078,Supplier 004078,DE,Munich,30,DE100004078,True
SUP004079,Supplier 004079,CZ,Prague,60,CZ100004079,True
SUP004080,Supplier 004080,DE,Berlin,60,DE100004080,True
SUP004081,Supplier 004081,PL,Warsaw,45,PL100004081,True
SUP004082,Supplier 004082,AT,Vienna,60,AT100004082,True
SUP004083,Supplier 004083,CZ,Brno,45,CZ100004083,True
SUP004084,Supplier 004084,DE,Munich,30,DE100004084,True
SUP004085,Supplier 004085,AT,Vienna,14,AT100004085,True
SUP004086,Supplier 004086,CZ,Ostrava,45,CZ100004086,True
SUP004087,Supplier 004087,CZ,Prague,45,CZ100004087,True
SUP004088,Supplier 004088,PL,Warsaw,30,PL100004088,True
SUP004089,Supplier 004089,CZ,Ostrava,60,CZ100004089,True
SUP004090,Supplier 004090,PL,Warsaw,45,PL100004090,True
SUP004091,Supplier 004091,CZ,Ostrava,30,CZ100004091,True
SUP004092,Supplier 004092,SK,Bratislava,30,SK100004092,True
SUP004093,Supplier 004093,CZ,Prague,45,CZ100004093,True
SUP004094,Supplier 004094,CZ,Brno,30,CZ100004094,True
SUP004095,Supplier 004095,AT,Vienna,60,AT100004095,True
SUP004096,Supplier 004096,CZ,Ostrava,14,CZ100004096,True
SUP004097,Supplier 004097,CZ,Brno,45,CZ100004097,True
SUP004098,Supplier 004098,PL,Warsaw,30,PL100004098,True
SUP004099,Supplier 004099,CZ,Prague,14,CZ100004099,True
SUP004100,Supplier 004100,DE,Berlin,60,DE100004100,True
SUP004101,Supplier 004101,CZ,Ostrava,60,CZ100004101,True
SUP004102,Supplier 004102,SK,Bratislava,14,SK100004102,True
SUP004103,Supplier 004103,CZ,Brno,30,CZ100004103,True
SUP004104,Supplier 004104,AT,Vienna,60,AT100004104,True
SUP004105,Supplier 004105,DE,Munich,30,DE100004105,True
SUP004106,Supplier 004106,AT,Vienna,14,AT100004106,True
SUP004107,Supplier 004107,PL,Warsaw,60,PL100004107,True
SUP004108,Supplier 004108,DE,Munich,60,DE100004108,True
SUP004109,Supplier 004109,DE,Berlin,14,DE100004109,True
SUP004110,Supplier 004110,CZ,Brno,14,CZ100004110,True
SUP004111,Supplier 004111,CZ,Brno,14,CZ100004111,True
SUP004112,Supplier 004112,PL,Warsaw,30,PL100004112,True
SUP004113,Supplier 004113,CZ,Prague,60,CZ100004113,True
SUP004114,Supplier 004114,DE,Munich,14,DE100004114,True
SUP004115,Supplier 004115,CZ,Ostrava,60,CZ100004115,True
SUP004116,Supplier 004116,PL,Warsaw,60,PL100004116,True
SUP004117,Supplier 004117,DE,Munich,30,DE100004117,True
SUP004118,Supplier 004118,CZ,Brno,45,CZ100004118,True
SUP004119,Supplier 004119,CZ,Brno,30,CZ100004119,True
SUP004120,Supplier 004120,AT,Vienna,14,AT100004120,True
SUP004121,Supplier 004121,AT,Vienna,60,AT100004121,True
SUP004122,Supplier 004122,CZ,Brno,14,CZ100004122,True
SUP004123,Supplier 004123,SK,Bratislava,14,SK100004123,True
SUP004124,Supplier 004124,CZ,Ostrava,30,CZ100004124,True
SUP004125,Supplier 004125,CZ,Prague,60,CZ100004125,True
SUP004126,Supplier 004126,DE,Berlin,14,DE100004126,True
SUP004127,Supplier 004127,CZ,Prague,30,CZ100004127,True
SUP004128,Supplier 004128,SK,Bratislava,30,SK100004128,True
SUP004129,Supplier 004129,CZ,Brno,45,CZ100004129,True
SUP004130,Supplier 004130,CZ,Prague,14,CZ100004130,True
SUP004131,Supplier 004131,CZ,Brno,45,CZ100004131,True
SUP004132,Supplier 004132,DE,Berlin,30,DE100004132,True
SUP004133,Supplier 004133,AT,Vienna,14,AT100004133,True
SUP004134,Supplier 004134,SK,Bratislava,45,SK100004134,True
SUP004135,Supplier 004135,CZ,Prague,45,CZ100004135,True
SUP004136,Supplier 004136,PL,Warsaw,30,PL100004136,True
SUP004137,Supplier 004137,PL,Warsaw,45,PL100004137,True
SUP004138,Supplier 004138,DE,Berlin,30,DE100004138,True
SUP004139,Supplier 004139,CZ,Brno,14,CZ100004139,True
SUP004140,Supplier 004140,SK,Bratislava,14,SK100004140,True
SUP004141,Supplier 004141,SK,Bratislava,30,SK100004141,True
SUP004142,Supplier 004142,DE,Munich,30,DE100004142,True
SUP004143,Supplier 004143,CZ,Ostrava,30,CZ100004143,True
SUP004144,Supplier 004144,DE,Berlin,45,DE100004144,True
SUP004145,Supplier 004145,CZ,Ostrava,60,CZ100004145,True
SUP004146,Supplier 004146,CZ,Brno,45,CZ100004146,True
SUP004147,Supplier 004147,DE,Munich,60,DE100004147,True
SUP004148,Supplier 004148,CZ,Ostrava,60,CZ100004148,True
SUP004149,Supplier 004149,PL,Warsaw,14,PL100004149,True
SUP004150,Supplier 004150,DE,Munich,60,DE100004150,True
SUP004151,Supplier 004151,CZ,Ostrava,30,CZ100004151,True
SUP004152,Supplier 004152,CZ,Brno,45,CZ100004152,True
SUP004153,Supplier 004153,SK,Bratislava,45,SK100004153,True
SUP004154,Supplier 004154,CZ,Ostrava,60,CZ100004154,True
SUP004155,Supplier 004155,CZ,Ostrava,45,CZ100004155,True
SUP004156,Supplier 004156,AT,Vienna,60,AT100004156,True
SUP004157,Supplier 004157,CZ,Prague,30,CZ100004157,True
SUP004158,Supplier 004158,CZ,Brno,45,CZ100004158,True
SUP004159,Supplier 004159,CZ,Brno,14,CZ100004159,True
SUP004160,Supplier 004160,AT,Vienna,14,AT100004160,True
SUP004161,Supplier 004161,DE,Berlin,14,DE100004161,True
SUP004162,Supplier 004162,DE,Berlin,45,DE100004162,True
SUP004163,Supplier 004163,DE,Munich,30,DE100004163,True
SUP004164,Supplier 004164,SK,Bratislava,45,SK100004164,True
SUP004165,Supplier 004165,CZ,Prague,14,CZ100004165,True
SUP004166,Supplier 004166,AT,Vienna,30,AT100004166,True
SUP004167,Supplier 004167,AT,Vienna,14,AT100004167,True
SUP004168,Supplier 004168,CZ,Brno,30,CZ100004168,True
SUP004169,Supplier 004169,DE,Munich,60,DE100004169,True
SUP004170,Supplier 004170,CZ,Brno,45,CZ100004170,True
SUP004171,Supplier 004171,DE,Munich,45,DE100004171,True
SUP004172,Supplier 004172,CZ,Brno,14,CZ100004172,True
SUP004173,Supplier 004173,CZ,Ostrava,45,CZ100004173,True
SUP004174,Supplier 004174,AT,Vienna,30,AT100004174,True
SUP004175,Supplier 004175,DE,Berlin,60,DE100004175,True
SUP004176,Supplier 004176,PL,Warsaw,30,PL100004176,True
SUP004177,Supplier 004177,DE,Munich,14,DE100004177,True
SUP004178,Supplier 004178,CZ,Ostrava,30,CZ100004178,True
SUP004179,Supplier 004179,CZ,Ostrava,60,CZ100004179,True
SUP004180,Supplier 004180,DE,Munich,14,DE100004180,True
